Country,Year,complexity_HH,population,GDP_pc_PPP,ind_output_meur,Unemployment_rate,Current_account_balance_to_GDP,exp_to_gdp,Public_debt_to_GDP,Adjusted_wage_share,employm_indus,fdi_in_gdp,Private_sector_debt_to_GDP,Tax_Wealth,finance_share_GO,Capital_accumulation,GDP_growth,Gini_net,size_of_finance,FDI_assets_stock,FDI_liabilities_stock
BEL,2000,1.57035,10268.38,24500,182474.3,6.9,3.9592676,71.85754893,108.7688,67.7741087,25.80999947,,185.93,0.136,0.029847788,8.404640425,3.633839708,27.48174858,2.9847788,179772.6,195218.9
BEL,2001,1.23801,10311.331,25100,184732,6.6,4.1293061,71.02051259,107.591,68.8009825,25.48999977,,191.97,0.133,0.02850084,8.369918047,0.811653912,26.82717323,2.850084,181458.7887,203537.1163
BEL,2002,1.18184,10364.613,26200,178300.1,7.5,6.0047625,70.3146529,104.7098,68.9971119,25.78000069,6.984683949,190.32,0.141,0.029254238,7.898499481,1.780243243,26.39382935,2.9254238,223940.4467,255745.4203
BEL,2003,1.16731,10426.169,26300,175164.6,8.2,5.6347541,68.59611445,101.1124,68.3248664,24.92000008,10.82870702,195.47,0.143,0.028822319,7.780163252,0.774483808,25.76835442,2.8822319,313937.595,357137.247
BEL,2004,1.09913,10492.643,27300,189916.5,8.4,4.5303655,70.3700232,96.5231,66.6536511,24.94000053,11.97545135,198.68,0.333,0.029138105,8.338546542,3.634774978,25.5278759,2.9138105,369229.8954,471071.3882
BEL,2005,1.17112,10561.436,28300,197270.3,8.5,3.3910897,73.52133838,94.627,65.7374997,24.69000053,8.695608345,197.79,0.175,0.028930511,8.686322506,2.094488373,25.4645195,2.8930511,378157.5538,478183.1371
BEL,2006,1.16198,10632.032,29300,217317.8,8.3,3.6800424,75.71128567,91.0381,65.4520688,24.69000053,14.35476326,202.03,0.225,0.02901779,8.705354745,2.499146741,25.00161362,2.901779,481355.598,618531.684
BEL,2007,1.1726,10704.83,30400,231597.4,7.5,3.9858665,77.49084021,87.0211,65.0748939,24.42000008,20.4712718,213.49,0.187,0.028869454,9.102491181,3.397475064,25.22669029,2.8869454,621095.1831,784576.3044
BEL,2008,1.0917,10779.155,30100,240037.7,7,1.3571763,79.69587591,92.5285,66.5852116,24.67000008,36.73990489,234.87,0.196,0.028575791,9.089697943,0.747283907,24.61861038,2.8575791,814051.2561,854425.8648
BEL,2009,1.20746,10854.388,28900,197923.5,7.9,0.8657868,69.30968143,99.5636,67.9923482,23.46999931,17.85729074,243.22,0.19,0.032669409,8.386302491,-2.285113068,24.85193253,3.2669409,940867.3848,967599.1584
BEL,2010,1.19813,10929.978,30600,225407.1,8.3,3.702181,76.44843482,99.7102,66.2474517,23.37999916,23.05667244,230.87,0.236,0.032531266,8.236398544,2.69515683,24.49184608,3.2531266,929252.2728,952886.9784
BEL,2011,1.15819,11005.175,31300,254372.8,7.2,0.2322569,81.63574304,102.3371,66.5586544,23.22999954,29.98598783,241.84,0.232,0.031389335,8.482125872,1.796626139,24.1044445,3.1389335,1e+06,993176.9376
BEL,2012,,11079.521,32200,254321.1,7.6,1.5124903,82.30580645,104.0914,67.7924436,21.76000023,1.342344288,247.69,0.319,0.030981098,8.406659694,0.13706057,23.84203911,3.0981098,,
BEL,2013,,11153.122,32100,248236.7,8.4,1.069689,81.80639265,105.4279,68.4264944,21.70000076,-5.455541973,246.72,0.417,0.031723633,8.202661547,-0.067173622,23.0021534,3.1723633,,
BEL,2014,,11226.322,33000,243997.8,8.5,-0.1348287,83.20371659,106.4514,67.8421399,21.38999939,-3.630242074,250.01,0.505,0.033480115,8.51519191,1.653124772,,3.3480115,,
BEL,2015,,11299.192,34400,235925.3,8.5,0.1630312,82.94880889,105.7613,66.8457192,21.43000031,-4.570885657,252.84,0.395,0.037962002,8.604963561,1.500231969,,3.7962002,,
BGR,2000,0.488015,8000.51,5600,10047.8,16.4,-5.4740737,36.48808614,71.1557,56.8546542,32.65999985,7.61709984,,,0.011393644,7.893425805,5.052088662,24.34732628,1.1393644,87,2257.3
BGR,2001,0.468498,7934.389,6000,11304.8,19.5,-5.5831066,35.00002186,64.9997,57.943899,32.72000122,5.75111107,,,0.012853942,9.244960057,3.770242687,24.70751953,1.2853942,96.7,2757.7
BGR,2002,0.47551,7869.124,6600,11989.2,18.2,-2.4554061,33.73471032,51.4014,55.4817827,32.63000107,5.529588157,,,0.013772372,9.804179121,5.937642302,26.36656952,1.3772372,125,3662.3
BGR,2003,0.452789,7805.041,7100,13031.8,13.7,-5.3477424,34.53160034,43.714,56.4817632,32.11000061,9.949281449,,,0.016736989,10.84653812,5.156178371,28.98574448,1.6736989,102.5587149,6247.03576
BGR,2004,0.382056,7742.74,7700,15393.9,12.1,-6.361235,41.0559457,36.0032,55.7491009,32.84999847,11.77465186,,,0.018240864,11.98152603,6.435467038,29.68750572,1.8240864,-175.7794817,10107.87734
BGR,2005,0.31953,7682.614,8700,18259.1,10.1,-11.4401786,42.59748019,26.7905,55.1877594,34.22000122,13.74210082,,,0.021753363,14.36341506,7.123486777,29.94210243,2.1753363,123.48059,13869.1725
BGR,2006,0.426491,7624.611,9400,22063.8,9,-17.2282475,47.08108063,21.0248,53.5252185,34.47000122,22.95467987,,,0.019781688,15.16729396,6.874305243,29.2745018,1.9781688,453.3167411,23482.67718
BGR,2007,0.566168,7568.378,10600,26220,6.9,-23.7714685,51.96567128,16.3238,51.3137673,35.5,30.99529352,,,0.022960858,15.91481371,7.344404856,28.80493546,2.2960858,811.6245429,37860.93342
BGR,2008,0.579111,7513.646,11300,27678.4,5.6,-22.1488795,52.29981166,13.031,53.8376244,36.43000031,18.83547282,,,0.022939839,17.43770218,6.021813308,29.76126289,2.2939839,1462.606195,44631.72097
BGR,2009,0.353831,7460.057,10800,24945.8,6.8,-8.1756088,42.41456289,13.6897,55.2448112,35.24000168,7.524922044,,,0.025973018,13.46682717,-3.586069108,29.91259766,2.5973018,1392.698091,48992.95925
BGR,2010,0.584884,7407.297,11400,26614.1,10.3,-1.8203518,50.17895111,15.3179,56.8403052,32.97999954,3.641372982,,,0.032306771,10.71551771,1.324006135,31.54098511,3.2306771,1555.544956,46941.29693
BGR,2011,0.507367,7355.231,11800,31441.6,11.3,0.4431954,59.06906412,15.219,54.7155417,31.45000076,3.664000265,,,0.029985279,9.921060051,1.91501387,31.50691795,2.9985279,1645.210488,47313.50647
BGR,2012,0.586226,7303.741,12200,32844,12.3,-0.9435472,60.80181048,16.6994,57.0749617,31.31999969,3.317271882,,,0.027247678,9.760335476,0.030943607,32.90597153,2.7247678,,
BGR,2013,0.561561,7252.539,12200,32415.8,13,1.1668682,64.65252951,17.012,61.4539682,30.19000053,3.567225222,,,0.025398406,9.460168605,0.862086156,32.54743195,2.5398406,,
BGR,2014,0.476996,7201.308,12900,32487.3,11.4,-0.0120525,65.01240687,26.9673,63.497499,30.12000084,3.644397805,,,0.024598534,9.505018729,1.328848474,33.27435303,2.4598534,,
BGR,2015,0.432615,7149.787,13700,33482.4,9.2,0.356095,64.10718625,26.0236,64.0312533,29.88999939,5.534300473,,,0.023886579,9.467142138,3.617445385,,2.3886579,,
CZE,2000,1.55234,10263.01,14200,61801.7,8.8,-3.6665641,48.32965949,17.0252,49.0255304,39.90999985,8.112466442,142.02,0,0.016571146,8.63279309,4.294136059,24.34754753,1.6571146,737.8229709,21643.65694
CZE,2001,1.52624,10244.261,15200,72210.4,8.1,-4.0317574,49.13565062,22.7821,48.8815355,40.50999832,8.372029747,128.51,0,0.017048591,8.897766127,3.051521283,24.60954094,1.7048591,1135.610469,27092.17022
CZE,2002,1.61843,10225.198,15600,79912.9,7.3,-4.7261046,45.24241448,25.9242,50.9827828,40.09000015,10.4001925,131.72,0,0.016387437,8.887200439,1.64694964,25.09773827,1.6387437,1472.980326,38669.22464
CZE,2003,1.63907,10211.846,16500,82696.6,7.8,-4.4225559,47.06170259,28.1474,51.9453738,39.86999893,2.035517659,129.43,0,0.017061486,8.849155008,3.601842545,25.61184692,1.7061486,2283.523037,45286.64536
CZE,2004,1.58204,10212.088,17600,95127.5,8.3,-3.9485751,57.43015901,28.4542,51.8588671,39.29000092,5.398957689,122.24,0,0.016788605,8.986422103,4.947456257,26.30974388,1.6788605,3759.776436,57258.87771
CZE,2005,1.63837,10230.877,18600,109210.3,7.9,-2.6856891,62.31477741,28.0162,51.4668287,39.47000122,10.09643568,124.06,0,0.017398182,9.317301672,6.4422623,25.96481705,1.7398182,3610.407516,60662.27428
CZE,2006,1.65191,10271.476,19600,131213.3,7.1,-3.8349865,65.29163011,27.9108,51.0565945,39.95999908,4.594977308,124.45,0,0.016845271,9.595913984,6.87654427,25.63768578,1.6845271,5017.402759,79840.99923
CZE,2007,1.64929,10330.487,21500,145381.3,5.3,-4.6965945,66.5527782,27.8069,50.8425502,40.20999908,7.3169108,127.06,0,0.017662845,10.52186756,5.529266339,25.18777847,1.7662845,8557.412324,112407.9655
CZE,2008,1.6514,10397.984,21900,164410.9,4.4,-4.9437334,63.36447718,28.6582,51.4899091,40.52000046,3.74796456,124.78,0,0.018241192,10.44675935,2.710955571,25.26340294,1.8241192,12531.18991,113173.5191
CZE,2009,1.55381,10460.022,20900,132998,6.7,-3.8689876,58.81271662,34.0576,51.4512861,38.56999969,2.562396862,135.63,0,0.020340195,9.211696509,-4.841785296,25.22512054,2.0340195,14804.52417,125827.3846
CZE,2010,1.62205,10506.617,21100,151416.3,7.3,-5.1917835,66.17670604,38.1551,52.317697,37.99000168,4.911608102,138.61,0,0.020483207,9.159566461,2.295089687,25.23945999,2.0483207,14922.54813,128504.1171
CZE,2011,1.79836,10533.985,21700,169521.9,6.7,-4.6265328,71.30715673,39.8262,52.9128424,38.45000076,1.837581407,142.6,0,0.019385302,9.080588274,2.004704006,24.77460098,1.9385302,13214.36101,120569.2788
CZE,2012,1.62207,10545.161,22000,167652.5,7,-2.2394574,76.17007462,44.4697,53.9197207,38.11999893,4.548829363,140.76,0,0.019322672,8.674779728,-0.799844281,24.37143326,1.9322672,,
CZE,2013,1.70505,10545.314,22400,162551.5,7,-1.0854468,76.87095181,44.9086,53.6337915,37.50999832,3.513606851,148.31,0,0.019573532,8.374982074,-0.483671041,24.63843346,1.9573532,,
CZE,2014,1.70339,10542.666,23800,165527.9,6.1,-1.242759,82.54569243,42.1694,52.0017831,38.04000092,3.892179242,144.44,0,0.018567032,8.603481804,2.715116132,,1.8567032,,
CZE,2015,1.65535,10543.186,25300,173503.9,5.1,-1.2190053,82.9552443,40.3164,51.6166636,38.02000046,0.918096802,136.05,0,0.017741565,9.21830727,4.535628699,,1.7741565,,
DNK,2000,1.56246,5338.283,25100,80576.8,4.3,2.2581,44.88948777,52.3543,62.8451342,25.25,21.93808544,201.51,0.01,0.024595582,8.64052249,3.746900212,22.4146347,2.4595582,65889.78243,66459.07362
DNK,2001,1.31634,5354.704,25600,83492.7,4.5,3.8017508,45.59534416,48.5083,63.9801725,25.34000015,5.635247886,203.75,0.007,0.02470936,8.442614012,0.8231493,22.0913105,2.470936,70222.7243,67409.00172
DNK,2002,1.31846,5369.058,26300,83179.7,4.6,3.6143408,45.74418676,49.081,64.6754209,23.43000031,2.480308564,212.91,0.006,0.024651397,8.131175306,0.466344928,22.19397354,2.4651397,77654.40117,73784.55847
DNK,2003,1.33507,5382.953,26100,81613.6,5.4,4.0702947,43.87740116,46.1501,65.1007054,23.10000038,0.543258554,217.85,0.006,0.025173729,8.156962429,0.390073865,22.35739326,2.5173729,90292.23177,87887.90788
DNK,2004,1.2425,5398.645,27900,84882.2,5.5,3.7177266,43.96564146,44.156,63.9235138,23.63999939,-3.502430335,223.62,0.008,0.025262111,8.328482431,2.668193459,22.73860359,2.5262111,109024.0691,99348.89165
DNK,2005,1.27804,5417.692,29000,92870,4.8,4.19235,47.45211805,37.4122,64.0081306,23.85000038,4.852872547,225.9,0.002,0.02566879,8.668962242,2.336664491,22.99108315,2.566879,111442.1024,97932.03776
DNK,2006,1.20214,5440.696,30900,100329.1,3.9,3.3249319,50.73002984,31.5494,63.8887532,23.29999924,0.855443188,257.39,0.001,0.025810733,9.583409018,3.912980152,23.37178993,2.5810733,124931.9956,109559.4729
DNK,2007,1.2141,5466.988,32100,104514.7,3.8,1.44688,51.48256458,27.346,65.681603,23.47999954,3.697114746,264.06,0,0.026617543,9.402396594,0.909252996,23.7307682,2.6617543,158387.2875,134994.9757
DNK,2008,1.2777,5495.302,32600,112243.2,3.4,2.9171177,54.17581198,33.3132,66.0100746,23.10000038,0.620104414,274.89,0,0.026972742,8.995926547,-0.512025222,23.8133049,2.6972742,164510.9652,121624.8179
DNK,2009,1.29636,5523.755,30700,94279.4,6,3.4654497,47.12605167,40.1818,68.2451263,20.28000069,1.219709765,286.64,0.001,0.029646048,7.7699516,-4.906525558,24.04769325,2.9646048,178189.0522,119151.2688
DNK,2010,1.2793,5550.959,32900,97654,7.5,6.5627751,50.52293688,42.5879,65.5174465,19.60000038,-3.654215553,282.02,0,0.030643247,7.311430729,1.870992639,24.72262383,3.0643247,185757.3976,106747.3679
DNK,2011,1.28422,5576.577,33500,105205.5,7.6,6.5856316,53.82011789,46.0709,65.1248252,19.87000084,3.940646104,284.17,0,0.029222461,7.321842214,1.336774667,23.47309113,2.9222461,193795.7742,105113.6522
DNK,2012,1.18268,5600.972,33900,109443.2,7.5,6.2815237,54.63049643,44.8942,64.1591303,19.68000031,0.841797106,280.38,0,0.029665629,7.557479281,0.226468476,22.91363907,2.9665629,,
DNK,2013,1.18973,5624.293,34300,107386.1,7,7.7589669,54.82881332,44.0456,64.0701018,19.43000031,-0.250948231,274.89,0,0.028720858,7.708955558,0.933349282,23.24105453,2.8720858,,
DNK,2014,1.26193,5646.899,35300,107711.5,6.6,8.8994085,54.5178543,43.9802,64.0421237,19.20999908,1.448071483,270.15,0.002,0.029390473,7.902053851,1.67593432,23.73146629,2.9390473,,
DNK,2015,1.23686,5669.081,36800,107449.7,6.2,9.1552711,55.22701341,39.5543,64.2479204,19.22999954,0.626823348,265.18,0,0.029367546,8.011451422,1.606086132,,2.9367546,,
DEU,2000,2.25528,81895.925,24100,1376071,7.9,-1.7287194,30.82953772,58.7577,64.6709414,33.52999878,12.71756149,170.94,0.02,0.028068336,7.245325208,2.962064051,26.55066299,2.8068336,486753.855,462568.299
DEU,2001,2.09237,81809.438,25000,1413226,7.8,-0.3098378,31.87067918,57.5824,63.7688192,32.77999878,2.91855001,170.31,0.013,0.027443909,6.951888521,1.695474312,27.0201664,2.7443909,551090.1095,416831.1049
DEU,2002,2.15217,81699.829,25500,1385325,8.6,1.9101159,32.57403962,59.2196,63.4397528,32.36999893,2.463620165,171.43,0.011,0.029684733,6.484708993,0,27.56975555,2.9684733,602804.2957,529343.9094
DEU,2003,2.22438,81569.481,25700,1407644,9.7,1.429498,32.59148319,62.9208,63.5814682,31.37999916,2.607953141,172.12,0.01,0.031562822,6.347612017,-0.709931537,27.78447723,3.1562822,720521.292,666184.506
DEU,2004,2.24756,81417.791,26900,1484778,10.4,4.4838855,35.44842378,64.6894,62.3581782,31.25,-0.725184181,166.76,0.004,0.032713268,6.305190484,1.16998572,27.86591339,3.2713268,814670.6479,719260.9913
DEU,2005,2.13201,81246.801,27500,1557057,11.2,4.6190989,37.74045357,66.9094,61.7051936,29.84000015,2.091827252,164.65,0.004,0.031598312,6.310388082,0.706697356,28.28586578,3.1598312,831364.0825,647806.3016
DEU,2006,2.15098,81055.904,28800,1699082,10.1,5.7713152,41.19034785,66.3335,60.3771623,29.64999962,2.912349683,162.48,0.001,0.030524011,6.715787314,3.70019773,28.63452148,3.0524011,1040000,836231.784
DEU,2007,2.05189,80854.515,30500,1836525,8.5,6.8378939,43.00991155,63.5423,59.4048535,29.89999962,1.478073761,160.27,0,0.028433239,6.9099359,3.260498511,29.09014511,2.8433239,1310000,1010000
DEU,2008,2.0125,80665.906,30600,1879131,7.4,5.5663338,43.45987493,64.9261,60.2950774,29.34000015,0.824174902,160.82,0,0.027030676,6.940372345,1.082329053,28.62602806,2.7030676,1250000,927369.0369
DEU,2009,1.85774,80519.685,28700,1564335,7.6,5.8754288,37.80220138,72.4302,63.0357804,28.79999924,1.657945651,165.57,0,0.031154708,6.22362,-5.618844234,28.35305214,3.1154708,1360000,969473.379
DEU,2010,1.8533,80435.307,30500,1765815,7,5.7428509,42.25037402,81.0038,61.6823988,28.30999947,2.518329046,157.86,0,0.029628081,6.523168384,4.07991861,28.23129082,2.9628081,1370000,943802.1546
DEU,2011,1.95829,80424.665,32200,1962431,5.8,6.1876646,44.81817307,78.3107,61.6522076,28.23999977,2.594160673,152.2,0.028,0.027508108,6.926991145,3.659992403,28.38863564,2.7508108,1360000,927505.0431
DEU,2012,1.83957,80477.952,32900,1963987,5.4,7.1416763,45.98253972,79.9238,62.7307322,28.19000053,1.847194475,153.39,0.032,0.028462417,6.828828045,0.492019039,28.77594757,2.8462417,,
DEU,2013,1.95057,80565.861,33200,1951807,5.2,6.8631822,45.4577106,77.4581,62.635046,27.78000069,1.796331306,153.44,0.025,0.027750723,6.709190295,0.489572857,28.78183937,2.7750723,,
DEU,2014,2.0524,80646.262,34700,1990607,5,7.5000428,45.65201629,74.8537,62.7283072,28.04999924,0.43104082,149.68,0.023,0.027647181,6.88725852,1.595337986,,2.7647181,,
DEU,2015,2.08832,80688.545,36100,2018980,4.6,8.4756102,46.78118055,71.1509,62.5545038,27.69000053,1.563114347,149.52,0.063,0.027445096,6.9487736,1.720729737,,2.7445096,,
EST,2000,0.346433,1399.145,8200,3838.7,14.6,-5.6543997,61.63612381,5.1144,55.8401495,34.99000168,7.320273855,117.5,0,0.016983309,10.20129428,10.56805349,36.11537933,1.6983309,259.0756133,2644.734182
EST,2001,0.726484,1391.754,8900,4461.1,13,-7.407864,61.34591621,4.779,54.7207515,33.75,9.493722335,125.43,0,0.01602546,10.77121836,6.328737573,35.70289612,1.602546,441.7646394,3159.919738
EST,2002,0.856224,1382.735,9900,4879.3,11.2,-11.7042543,58.31923863,5.6973,54.3935043,29.79999924,4.619380625,137.63,0,0.01637199,12.35365766,6.076333912,35.63480377,1.637199,676.0397418,4226.406631
EST,2003,0.68101,1372.89,11000,5420.4,10.3,-12.4977035,57.39562783,5.623,54.8964929,30.70000076,10.55276822,132.6,0,0.01561533,13.35686397,7.416160318,35.07963562,1.561533,1028.32001,7001.794578
EST,2004,0.709176,1363.549,12200,6116.8,10.1,-11.5300701,61.51822834,5.062,55.1295671,33.95000076,9.009741451,147.5,0,0.015608491,13.0175712,6.294731089,34.6459465,1.5608491,1418.78669,10058.582
EST,2005,0.834483,1355.662,14000,6931.2,8,-7.931062,65.905894,4.5488,53.723832,34.04999924,22.32813285,162.42,0,0.016529075,13.75395295,9.373741405,33.48818207,1.6529075,1939.535725,11289.58292
EST,2006,0.767365,1349.369,15900,8146.6,5.9,-15.5756188,63.48853922,4.404,54.1286486,33.52000046,13.04073383,197.58,0,0.018140925,15.22461698,10.27190654,32.2889061,1.8140925,3597.355283,12699.47432
EST,2007,0.850357,1344.233,18100,9407.2,4.6,-15.4302492,63.19569878,3.6636,56.8729791,35.09999847,15.42039675,198.2,0,0.020306429,15.14792558,7.748187528,30.78376389,2.0306429,6166.550826,16747.1106
EST,2008,0.788241,1339.941,17900,9748.1,5.5,-8.7678533,66.79774321,4.4868,60.7051166,35.20000076,7.742610752,205.37,0,0.02172156,12.27225877,-5.419488908,31.69435501,2.172156,6630.201701,16386.74692
EST,2009,0.643308,1336.013,15600,7380.8,13.5,2.5420865,60.80471139,7.0381,63.3229972,31.38999939,9.492747024,226.96,0,0.020331178,7.615195137,-14.72438369,32.13220596,2.0331178,6632.09193,16812.04665
EST,2010,0.780741,1332.089,16500,9509.7,16.7,1.9041853,75.07823021,6.5511,58.6452524,30.27000046,13.3026104,209.35,0,0.018232916,7.28618627,2.259054353,32.52711105,1.8232916,5775.363391,16696.28717
EST,2011,0.867918,1328.068,18500,11812.4,12.3,1.4793345,86.53972527,5.9133,55.5379937,32.40999985,4.827558145,192.89,0,0.016453945,9.391952311,7.597307246,32.82726669,1.6453945,4740.172395,16727.46124
EST,2012,0.835434,1324.04,19600,12279.8,10,-1.8702094,85.98943859,9.733,56.0896205,31.07999992,7.759292018,179.45,0,0.016468311,10.08464886,4.307279191,33.06298065,1.6468311,,
EST,2013,0.814546,1320.05,20200,13065.2,8.6,-0.2367903,84.46506448,10.1836,56.3288388,30.23999977,4.304661816,176.34,0,0.015847056,9.400356078,1.415179731,33.80389404,1.5847056,,
EST,2014,0.914518,1316.203,21000,13564,7.4,0.9926486,83.05692579,10.671,57.1229913,30.11000061,6.415942656,191.71,0,0.016095917,8.377972564,2.822922718,,1.6095917,,
EST,2015,0.959589,1312.558,21700,13288.2,6.2,2.1110841,79.28569102,10.052,60.9845689,30.60000038,-2.902940699,194.69,0,0.016678444,7.895700167,1.444213103,,1.6678444,,
IRL,2000,1.57258,3841.574,26500,75604,4.3,0.6152089,94.48844174,36.0705,52.7703499,28.45999908,25.53802575,,0,0.041222248,9.789696778,9.911315125,31.13846207,4.1222248,27925.2355,127088.6205
IRL,2001,1.616,3901.688,28300,92021.7,3.9,0.1759053,95.33700222,33.2327,51.6697323,28.93000031,8.772528596,196.93,0,0.041928129,9.833498336,6.051976078,30.57625008,4.1928129,40819.1721,134052.7804
IRL,2002,1.60851,3968.213,30200,102039.2,4.5,0.2477519,90.48024054,30.5541,49.4364867,27.62000084,23.03973986,188.76,0,0.044941207,9.861460308,5.576958717,30.47511482,4.4941207,58881.3589,182898.5235
IRL,2003,1.49611,4040.986,30700,104632.3,4.6,0.4913139,80.85123421,29.9237,50.2937765,27.73999977,13.64136972,189.79,0,0.049876248,10.1019752,3.673064646,30.37397957,4.9876248,73320.939,222837.405
IRL,2004,1.41759,4119.773,32700,105663.7,4.5,-0.1002792,80.5365239,28.2149,51.3491226,27.57999992,-5.670904613,201.41,0,0.052973971,10.47802656,6.724898857,30.95781517,5.2973971,106691.9309,207648.0587
